iter,L_cont,L_mom,loss
2.360000000000000000e+02,1.714871227741241455e-01,1.086602449417114258e+00,1.258089542388916016e+00
2.370000000000000000e+02,1.508045792579650879e-01,2.014092206954956055e+00,2.164896726608276367e+00
2.380000000000000000e+02,1.495958566665649414e-01,2.702990293502807617e+00,2.852586269378662109e+00
2.390000000000000000e+02,1.636200845241546631e-01,1.779572844505310059e+00,1.943192958831787109e+00
2.400000000000000000e+02,1.919735074043273926e-01,1.167092442512512207e+00,1.359066009521484375e+00
2.410000000000000000e+02,1.905693262815475464e-01,1.531270503997802734e+00,1.721839785575866699e+00
2.420000000000000000e+02,1.705705970525741577e-01,1.164960265159606934e+00,1.335530877113342285e+00
2.430000000000000000e+02,1.485486924648284912e-01,1.709997534751892090e+00,1.858546257019042969e+00
2.440000000000000000e+02,1.485656052827835083e-01,2.217778444290161133e+00,2.366343975067138672e+00
2.450000000000000000e+02,1.653271466493606567e-01,1.450090885162353516e+00,1.615418076515197754e+00
2.460000000000000000e+02,1.969943791627883911e-01,1.355134010314941406e+00,1.552128434181213379e+00
2.470000000000000000e+02,2.011722475290298462e-01,1.883870601654052734e+00,2.085042953491210938e+00
2.480000000000000000e+02,1.824577599763870239e-01,1.290289282798767090e+00,1.472747087478637695e+00
2.490000000000000000e+02,1.510916948318481445e-01,1.394850134849548340e+00,1.545941829681396484e+00
2.500000000000000000e+02,1.455943733453750610e-01,1.784533500671386719e+00,1.930127859115600586e+00
2.510000000000000000e+02,1.596671491861343384e-01,1.199938297271728516e+00,1.359605431556701660e+00
2.520000000000000000e+02,1.956879347562789917e-01,1.510147213935852051e+00,1.705835103988647461e+00
2.530000000000000000e+02,2.087376713752746582e-01,2.051367521286010742e+00,2.260105133056640625e+00
2.540000000000000000e+02,1.963307112455368042e-01,1.312096714973449707e+00,1.508427381515502930e+00
2.550000000000000000e+02,1.629631221294403076e-01,1.325894474983215332e+00,1.488857626914978027e+00
2.560000000000000000e+02,1.518617868423461914e-01,1.683578014373779297e+00,1.835439801216125488e+00
2.570000000000000000e+02,1.601158678531646729e-01,1.149369597434997559e+00,1.309485435485839844e+00
2.580000000000000000e+02,1.926040798425674438e-01,1.596473813056945801e+00,1.789077877998352051e+00
2.590000000000000000e+02,2.045507878065109253e-01,2.117010116577148438e+00,2.321560859680175781e+00
2.600000000000000000e+02,1.932110190391540527e-01,1.308805823326110840e+00,1.502016782760620117e+00
2.610000000000000000e+02,1.621753871440887451e-01,1.331104159355163574e+00,1.493279576301574707e+00
2.620000000000000000e+02,1.524339914321899414e-01,1.729804515838623047e+00,1.882238507270812988e+00
2.630000000000000000e+02,1.605692952871322632e-01,1.162233114242553711e+00,1.322802424430847168e+00
